topic,action,path,reason
Professional relationships,exists,/home/dan/wealtheow/Topic Notes/Professional relationships.md,topic note already exists
Professional Sports,exists,/home/dan/wealtheow/Topic Notes/Professional Sports.md,topic note already exists
Professional-Managerial Class,create_planned,/home/dan/wealtheow/Topic Notes/Professional-Managerial Class.md,missing topic note
Professionalisation,create_planned,/home/dan/wealtheow/Topic Notes/Professionalisation.md,missing topic note
"Professionalisation, Middle-Class Stabilisation, and Symbolic Capital Overflow",exists,"/home/dan/wealtheow/Topic Notes/Professionalisation, Middle-Class Stabilisation, and Symbolic Capital Overflow.md",topic note already exists
Professionals,exists,/home/dan/wealtheow/Topic Notes/Professionals.md,topic note already exists
Professions,create_planned,/home/dan/wealtheow/Topic Notes/Professions.md,missing topic note
Professions (Topic),exists,/home/dan/wealtheow/Topic Notes/Professions (Topic).md,topic note already exists
professor testimony,create_planned,/home/dan/wealtheow/Topic Notes/professor testimony.md,missing topic note
professors as enemies,create_planned,/home/dan/wealtheow/Topic Notes/professors as enemies.md,missing topic note
profiling,create_planned,/home/dan/wealtheow/Topic Notes/profiling.md,missing topic note
Progressive Democrats,create_planned,/home/dan/wealtheow/Topic Notes/Progressive Democrats.md,missing topic note
progressive education,create_planned,/home/dan/wealtheow/Topic Notes/progressive education.md,missing topic note
Progressive Era,create_planned,/home/dan/wealtheow/Topic Notes/Progressive Era.md,missing topic note
Progressive politics,create_planned,/home/dan/wealtheow/Topic Notes/Progressive politics.md,missing topic note
Progressive Politics,create_planned,/home/dan/wealtheow/Topic Notes/Progressive Politics.md,missing topic note
Progressives,create_planned,/home/dan/wealtheow/Topic Notes/Progressives.md,missing topic note
Project 2025,exists,/home/dan/wealtheow/Topic Notes/Project 2025.md,topic note already exists
project recovery,create_planned,/home/dan/wealtheow/Topic Notes/project recovery.md,missing topic note
Project-Based Learning,create_planned,/home/dan/wealtheow/Topic Notes/Project-Based Learning.md,missing topic note
Prompt Design,create_planned,/home/dan/wealtheow/Topic Notes/Prompt Design.md,missing topic note
Prompt Engineering,create_planned,/home/dan/wealtheow/Topic Notes/Prompt Engineering.md,missing topic note
prompt engineering,create_planned,/home/dan/wealtheow/Topic Notes/prompt engineering.md,missing topic note
Prompting,create_planned,/home/dan/wealtheow/Topic Notes/Prompting.md,missing topic note
Pronoms français,exists,/home/dan/wealtheow/Topic Notes/Pronoms français.md,topic note already exists
Pronouns (Grammar),exists,/home/dan/wealtheow/Topic Notes/Pronouns (Grammar).md,topic note already exists
Pronouns and Determiners,create_planned,/home/dan/wealtheow/Topic Notes/Pronouns and Determiners.md,missing topic note
propaganda,create_planned,/home/dan/wealtheow/Topic Notes/propaganda.md,missing topic note
Propaganda,create_planned,/home/dan/wealtheow/Topic Notes/Propaganda.md,missing topic note
Propaganda Studies,create_planned,/home/dan/wealtheow/Topic Notes/Propaganda Studies.md,missing topic note
propaganda; branding; political marketing; Nazi Germany; Adolf Hitler; Joseph Goebbels; symbolism; mass psychology; visual culture; rumor; spectacle; ritual; identity construction; totalitarianism; public opinion,create_planned,/home/dan/wealtheow/Topic Notes/propaganda; branding; political marketing; Nazi Germany; Adolf Hitler; Joseph Goebbels; symbolism; mass psychology; visual culture; rumor; spectacle; ritual; identity construction; totalitarianism; public opinion.md,missing topic note
propaganda; political branding; Nazi Germany; Adolf Hitler; Joseph Goebbels; mass persuasion; rumor; spectacle; ritual; visual culture; identity construction; political marketing; totalitarianism; public opinion; Third Reich,create_planned,/home/dan/wealtheow/Topic Notes/propaganda; political branding; Nazi Germany; Adolf Hitler; Joseph Goebbels; mass persuasion; rumor; spectacle; ritual; visual culture; identity construction; political marketing; totalitarianism; public opinion; Third Reich.md,missing topic note
proportional representation,create_planned,/home/dan/wealtheow/Topic Notes/proportional representation.md,missing topic note
Prose,create_planned,/home/dan/wealtheow/Topic Notes/Prose.md,missing topic note
prose style,create_planned,/home/dan/wealtheow/Topic Notes/prose style.md,missing topic note
Prosecutorial Overreach,create_planned,/home/dan/wealtheow/Topic Notes/Prosecutorial Overreach.md,missing topic note
Prospectus,exists,/home/dan/wealtheow/Topic Notes/Prospectus.md,topic note already exists
protection des renseignements personnels,create_planned,/home/dan/wealtheow/Topic Notes/protection des renseignements personnels.md,missing topic note
Protectionism,create_planned,/home/dan/wealtheow/Topic Notes/Protectionism.md,missing topic note
protest movements,create_planned,/home/dan/wealtheow/Topic Notes/protest movements.md,missing topic note
protests,exists,/home/dan/wealtheow/Topic Notes/protests.md,topic note already exists
Proto Indo European,exists,/home/dan/wealtheow/Topic Notes/Proto Indo European.md,topic note already exists
Proto-Indo-European,create_planned,/home/dan/wealtheow/Topic Notes/Proto-Indo-European.md,missing topic note
proto-myths,create_planned,/home/dan/wealtheow/Topic Notes/proto-myths.md,missing topic note
Provincial Budget,exists,/home/dan/wealtheow/Topic Notes/Provincial Budget.md,topic note already exists
provincial innovation,create_planned,/home/dan/wealtheow/Topic Notes/provincial innovation.md,missing topic note
Provincial Policy,create_planned,/home/dan/wealtheow/Topic Notes/Provincial Policy.md,missing topic note
"Provincial Priorities Act, Alberta (Bill 18)",exists,"/home/dan/wealtheow/Topic Notes/Provincial Priorities Act, Alberta (Bill 18).md",topic note already exists
Proximate Causation,exists,/home/dan/wealtheow/Topic Notes/Proximate Causation.md,topic note already exists
proximity fuse,create_planned,/home/dan/wealtheow/Topic Notes/proximity fuse.md,missing topic note
Psychological aspects,exists,/home/dan/wealtheow/Topic Notes/Psychological aspects.md,topic note already exists
Psychological Development,create_planned,/home/dan/wealtheow/Topic Notes/Psychological Development.md,missing topic note
psychological narrative,create_planned,/home/dan/wealtheow/Topic Notes/psychological narrative.md,missing topic note
psychology,create_planned,/home/dan/wealtheow/Topic Notes/psychology.md,missing topic note
Psychology,create_planned,/home/dan/wealtheow/Topic Notes/Psychology.md,missing topic note
Psychosis,create_planned,/home/dan/wealtheow/Topic Notes/Psychosis.md,missing topic note
PTSD,create_planned,/home/dan/wealtheow/Topic Notes/PTSD.md,missing topic note
Puberty,create_planned,/home/dan/wealtheow/Topic Notes/Puberty.md,missing topic note
public administration,create_planned,/home/dan/wealtheow/Topic Notes/public administration.md,missing topic note
Public Administration,create_planned,/home/dan/wealtheow/Topic Notes/Public Administration.md,missing topic note
Public and Private Spheres,create_planned,/home/dan/wealtheow/Topic Notes/Public and Private Spheres.md,missing topic note
public argument,create_planned,/home/dan/wealtheow/Topic Notes/public argument.md,missing topic note
Public argumentation,create_planned,/home/dan/wealtheow/Topic Notes/Public argumentation.md,missing topic note
Public attitudes toward A.I.,create_planned,/home/dan/wealtheow/Topic Notes/Public attitudes toward A.I..md,missing topic note
public budgeting,create_planned,/home/dan/wealtheow/Topic Notes/public budgeting.md,missing topic note
public communication,create_planned,/home/dan/wealtheow/Topic Notes/public communication.md,missing topic note
public debate,create_planned,/home/dan/wealtheow/Topic Notes/public debate.md,missing topic note
public debt,create_planned,/home/dan/wealtheow/Topic Notes/public debt.md,missing topic note
public discourse,create_planned,/home/dan/wealtheow/Topic Notes/public discourse.md,missing topic note
Public Discourse,create_planned,/home/dan/wealtheow/Topic Notes/Public Discourse.md,missing topic note
public education,create_planned,/home/dan/wealtheow/Topic Notes/public education.md,missing topic note
public entertainment,create_planned,/home/dan/wealtheow/Topic Notes/public entertainment.md,missing topic note
Public Health,create_planned,/home/dan/wealtheow/Topic Notes/Public Health.md,missing topic note
public health guidelines,create_planned,/home/dan/wealtheow/Topic Notes/public health guidelines.md,missing topic note
Public Health Policy,create_planned,/home/dan/wealtheow/Topic Notes/Public Health Policy.md,missing topic note
Public Institutions,create_planned,/home/dan/wealtheow/Topic Notes/Public Institutions.md,missing topic note
public life,create_planned,/home/dan/wealtheow/Topic Notes/public life.md,missing topic note
public morality,create_planned,/home/dan/wealtheow/Topic Notes/public morality.md,missing topic note
Public Narrative,create_planned,/home/dan/wealtheow/Topic Notes/Public Narrative.md,missing topic note
public perception,exists,/home/dan/wealtheow/Topic Notes/public perception.md,topic note already exists
public persuasion,create_planned,/home/dan/wealtheow/Topic Notes/public persuasion.md,missing topic note
Public Policy,create_planned,/home/dan/wealtheow/Topic Notes/Public Policy.md,missing topic note
public policy,exists,/home/dan/wealtheow/Topic Notes/public policy.md,topic note already exists
public policy education,create_planned,/home/dan/wealtheow/Topic Notes/public policy education.md,missing topic note
Public Policy Failure,create_planned,/home/dan/wealtheow/Topic Notes/Public Policy Failure.md,missing topic note
Public Relations,create_planned,/home/dan/wealtheow/Topic Notes/Public Relations.md,missing topic note
public relations,exists,/home/dan/wealtheow/Topic Notes/public relations.md,topic note already exists
Public Scholarship,create_planned,/home/dan/wealtheow/Topic Notes/Public Scholarship.md,missing topic note
Public Sector Management,create_planned,/home/dan/wealtheow/Topic Notes/Public Sector Management.md,missing topic note
public service efficiency,create_planned,/home/dan/wealtheow/Topic Notes/public service efficiency.md,missing topic note
public signage,create_planned,/home/dan/wealtheow/Topic Notes/public signage.md,missing topic note
public space,create_planned,/home/dan/wealtheow/Topic Notes/public space.md,missing topic note
Public Sphere,create_planned,/home/dan/wealtheow/Topic Notes/Public Sphere.md,missing topic note
public transit,create_planned,/home/dan/wealtheow/Topic Notes/public transit.md,missing topic note
public trust,create_planned,/home/dan/wealtheow/Topic Notes/public trust.md,missing topic note
Public trust and scepticism toward A.I.,create_planned,/home/dan/wealtheow/Topic Notes/Public trust and scepticism toward A.I..md,missing topic note
Public Universities,create_planned,/home/dan/wealtheow/Topic Notes/Public Universities.md,missing topic note
Public universities,create_planned,/home/dan/wealtheow/Topic Notes/Public universities.md,missing topic note
public university,create_planned,/home/dan/wealtheow/Topic Notes/public university.md,missing topic note
public writing,create_planned,/home/dan/wealtheow/Topic Notes/public writing.md,missing topic note
Publication,exists,/home/dan/wealtheow/Topic Notes/Publication.md,topic note already exists
publication dynamics,create_planned,/home/dan/wealtheow/Topic Notes/publication dynamics.md,missing topic note
Public–private partnerships (P3),create_planned,/home/dan/wealtheow/Topic Notes/Public–private partnerships (P3).md,missing topic note
Publishing Ethics,create_planned,/home/dan/wealtheow/Topic Notes/Publishing Ethics.md,missing topic note
publishing industry,create_planned,/home/dan/wealtheow/Topic Notes/publishing industry.md,missing topic note
Pulitzer Prize,create_planned,/home/dan/wealtheow/Topic Notes/Pulitzer Prize.md,missing topic note
PulseAudio,create_planned,/home/dan/wealtheow/Topic Notes/PulseAudio.md,missing topic note
punctuation,create_planned,/home/dan/wealtheow/Topic Notes/punctuation.md,missing topic note
punctuation evolution,create_planned,/home/dan/wealtheow/Topic Notes/punctuation evolution.md,missing topic note
punishment,create_planned,/home/dan/wealtheow/Topic Notes/punishment.md,missing topic note
